CATALOG_NBR;STRM;SESSION_CODE;CLASS_SECTION;SEQ;CLASS_EXAM_TYPE;DATE_HEURE_DEBUT;DATE_HEURE_FIN;FACILITY_ID;DESCR;STRM_ID
3070006;2101;1;J02;      8; ;2010-03-08 08:30;2010-03-08 11:30;2.130; ;21011
3070006;2101;1;J02;      9; ;2010-03-15 08:30;2010-03-15 11:30;2.130; ;21011
3070006;2101;1;J02;     10; ;2010-03-22 08:30;2010-03-22 11:30;2.130; ;21011
3070006;2101;1;J02;     11; ;2010-03-29 08:30;2010-03-29 11:30;2.130; ;21011
3070006;2101;1;J02;     12; ;2010-04-12 08:30;2010-04-12 11:30;2.130; ;21011
3070006;2101;1;S01;      1; ;2010-01-04 18:45;2010-01-04 21:45;2.130; ;21011
3070006;2101;1;S01;      1;INTR;2010-03-06 13:30;2010-03-06 16:30; ; ;21011
3070006;2101;1;S01;      2; ;2010-01-11 18:45;2010-01-11 21:45;2.130; ;21011
3070006;2101;1;S01;      2;FIN;2010-04-24 13:30;2010-04-24 16:30; ; ;21011
3070006;2101;1;S01;      3; ;2010-01-18 18:45;2010-01-18 21:45;2.130; ;21011
3070006;2101;1;S01;      4; ;2010-01-25 18:45;2010-01-25 21:45;2.130; ;21011
3070006;2101;1;S01;      5; ;2010-02-01 18:45;2010-02-01 21:45;2.130; ;21011
3070006;2101;1;S01;      6; ;2010-02-08 18:45;2010-02-08 21:45;2.130; ;21011
3070006;2101;1;S01;      7; ;2010-02-15 18:45;2010-02-15 21:45;2.130; ;21011
3070006;2101;1;S01;      8; ;2010-03-08 18:45;2010-03-08 21:45;2.130; ;21011
3070006;2101;1;S01;      9; ;2010-03-15 18:45;2010-03-15 21:45;2.130; ;21011
3070006;2101;1;S01;     10; ;2010-03-22 18:45;2010-03-22 21:45;2.130; ;21011
3070006;2101;1;S01;     11; ;2010-03-29 18:45;2010-03-29 21:45;2.130; ;21011
3070006;2101;1;S01;     12; ;2010-04-12 18:45;2010-04-12 21:45;2.130; ;21011
3070006;2101;1;S02;      1; ;2010-01-08 18:45;2010-01-08 21:45;2.130; ;21011
3070006;2101;1;S02;      1;INTR;2010-03-06 13:30;2010-03-06 16:30; ; ;21011
3070006;2101;1;S02;      2; ;2010-01-15 18:45;2010-01-15 21:45;2.130; ;21011
3070006;2101;1;S02;      2;FIN;2010-04-24 13:30;2010-04-24 16:30; ; ;21011
3070006;2101;1;S02;      3; ;2010-01-22 18:45;2010-01-22 21:45;2.130; ;21011
3070006;2101;1;S02;      4; ;2010-01-29 18:45;2010-01-29 21:45;2.130; ;21011
3070006;2101;1;S02;      5; ;2010-02-05 18:45;2010-02-05 21:45;2.130; ;21011
3070006;2101;1;S02;      6; ;2010-02-12 18:45;2010-02-12 21:45;2.130; ;21011
3070006;2101;1;S02;      7; ;2010-02-19 18:45;2010-02-19 21:45;2.130; ;21011
3070006;2101;1;S02;      8; ;2010-03-12 18:45;2010-03-12 21:45;2.130; ;21011
3070006;2101;1;S02;      9; ;2010-03-19 18:45;2010-03-19 21:45;2.130; ;21011
3070006;2101;1;S02;     10; ;2010-03-26 18:45;2010-03-26 21:45;2.130; ;21011
3070006;2101;1;S02;     11; ;2010-04-09 18:45;2010-04-09 21:45;2.130; ;21011
3070006;2101;1;S02;     12; ;2010-04-13 18:45;2010-04-13 21:45;2.130; ;21011
3070006;2101;1;TE1;      1; ;2010-01-04 01:00;2010-04-30 01:01; ; ;21011
3070006;2101;1;TE1;      1;FIN;2010-04-24 13:30;2010-04-24 16:30; ; ;21011
3070006;2101;1;V01;      1; ;2010-01-07 15:30;2010-01-07 18:30;PWCO; ;21011
3070006;2101;1;V01;      1;INTR;2010-03-06 13:30;2010-03-06 16:30; ; ;21011
3070006;2101;1;V01;      2; ;2010-01-14 15:30;2010-01-14 18:30;PWCO; ;21011
3070006;2101;1;V01;      2;FIN;2010-04-24 13:30;2010-04-24 16:30; ; ;21011
3070006;2101;1;V01;      3; ;2010-01-21 15:30;2010-01-21 18:30;PWCO; ;21011
3070006;2101;1;V01;      4; ;2010-01-28 15:30;2010-01-28 18:30;PWCO; ;21011
3070006;2101;1;V01;      5; ;2010-02-04 15:30;2010-02-04 18:30;PWCO; ;21011
3070006;2101;1;V01;      6; ;2010-02-11 15:30;2010-02-11 18:30;PWCO; ;21011
3070006;2101;1;V01;      7; ;2010-02-18 15:30;2010-02-18 18:30;PWCO; ;21011
3070006;2101;1;V01;      8; ;2010-03-11 15:30;2010-03-11 18:30;PWCO; ;21011
3070006;2101;1;V01;      9; ;2010-03-18 15:30;2010-03-18 18:30;PWCO; ;21011
3070006;2101;1;V01;     10; ;2010-03-25 15:30;2010-03-25 18:30;PWCO; ;21011
3070006;2101;1;V01;     11; ;2010-04-01 15:30;2010-04-01 18:30;PWCO; ;21011
3070006;2101;1;V01;     12; ;2010-04-08 15:30;2010-04-08 18:30;PWCO; ;21011
3070006;2101;1;W01;      1; ;2010-01-06 18:45;2010-01-06 21:45;SMAR; ;21011
3070006;2101;1;W01;      1;INTR;2010-03-06 13:30;2010-03-06 16:30; ; ;21011
3070006;2101;1;W01;      2; ;2010-01-13 18:45;2010-01-13 21:45;SMAR; ;21011
3070006;2101;1;W01;      2;FIN;2010-04-24 13:30;2010-04-24 16:30; ; ;21011
3070006;2101;1;W01;      3; ;2010-01-20 18:45;2010-01-20 21:45;SMAR; ;21011
3070006;2101;1;W01;      4; ;2010-01-27 18:45;2010-01-27 21:45;SMAR; ;21011
3070006;2101;1;W01;      5; ;2010-02-03 18:45;2010-02-03 21:45;SMAR; ;21011
3070006;2101;1;W01;      6; ;2010-02-10 18:45;2010-02-10 21:45;SMAR; ;21011
3070006;2101;1;W01;      7; ;2010-02-17 18:45;2010-02-17 21:45;SMAR; ;21011
3070006;2101;1;W01;      8; ;2010-03-10 18:45;2010-03-10 21:45;SMAR; ;21011
3070006;2101;1;W01;      9; ;2010-03-17 18:45;2010-03-17 21:45;SMAR; ;21011
3070006;2101;1;W01;     10; ;2010-03-24 18:45;2010-03-24 21:45;SMAR; ;21011
3070006;2101;1;W01;     11; ;2010-03-31 18:45;2010-03-31 21:45;SMAR; ;21011
3070006;2101;1;W01;     12; ;2010-04-07 18:45;2010-04-07 21:45;SMAR; ;21011
3070006;2102;1;DF1;      1;FIN;2010-06-27 13:30;2010-06-27 16:30; ; ;21021
3070006;2102;1;S01;      1; ;2010-05-07 18:45;2010-05-07 21:45; ; ;21021
3070006;2102;1;S01;      1;INTR;2010-06-06 13:30;2010-06-06 16:30; ; ;21021
3070006;2102;1;S01;      2; ;2010-05-11 18:45;2010-05-11 21:45; ; ;21021
3070006;2102;1;S01;      2;FIN;2010-06-27 13:30;2010-06-27 16:30; ; ;21021
3070006;2102;1;S01;      3; ;2010-05-14 18:45;2010-05-14 21:45; ; ;21021
3070006;2102;1;S01;      4; ;2010-05-18 18:45;2010-05-18 21:45; ; ;21021
3070006;2102;1;S01;      5; ;2010-05-21 18:45;2010-05-21 21:45; ; ;21021
3070006;2102;1;S01;      6; ;2010-05-25 18:45;2010-05-25 21:45; ; ;21021
3070006;2102;1;S01;      7; ;2010-05-28 18:45;2010-05-28 21:45; ; ;21021
3070006;2102;1;S01;      8; ;2010-06-08 18:45;2010-06-08 21:45; ; ;21021
3070006;2102;1;S01;      9; ;2010-06-11 18:45;2010-06-11 21:45; ; ;21021
3070006;2102;1;S01;     10; ;2010-06-15 18:45;2010-06-15 21:45; ; ;21021
3070006;2102;1;S01;     11; ;2010-06-18 18:45;2010-06-18 21:45; ; ;21021
3070006;2102;1;S01;     12; ;2010-06-22 18:45;2010-06-22 21:45; ; ;21021
3070006;2102;1;S02;      1; ;2010-05-06 18:45;2010-05-06 21:45; ; ;21021
3070006;2102;1;S02;      1;INTR;2010-06-06 13:30;2010-06-06 16:30; ; ;21021
3070006;2102;1;S02;      2; ;2010-05-10 18:45;2010-05-10 21:45; ; ;21021
3070006;2102;1;S02;      2;FIN;2010-06-27 13:30;2010-06-27 16:30; ; ;21021
3070006;2102;1;S02;      3; ;2010-05-13 18:45;2010-05-13 21:45; ; ;21021
3070006;2102;1;S02;      4; ;2010-05-17 18:45;2010-05-17 21:45; ; ;21021
3070006;2102;1;S02;      5; ;2010-05-20 18:45;2010-05-20 21:45; ; ;21021
3070006;2102;1;S02;      6; ;2010-05-24 18:45;2010-05-24 21:45; ; ;21021
3070006;2102;1;S02;      7; ;2010-05-27 18:45;2010-05-27 21:45; ; ;21021
3070006;2102;1;S02;      8; ;2010-06-07 18:45;2010-06-07 21:45; ; ;21021
3070006;2102;1;S02;      9; ;2010-06-10 18:45;2010-06-10 21:45; ; ;21021
3070006;2102;1;S02;     10; ;2010-06-14 18:45;2010-06-14 21:45; ; ;21021
3070006;2102;1;S02;     11; ;2010-06-17 18:45;2010-06-17 21:45; ; ;21021
3070006;2102;1;S02;     12; ;2010-06-21 18:45;2010-06-21 21:45; ; ;21021
3070006;2102;1;TE1;      1;FIN;2010-06-27 13:30;2010-06-27 16:30; ; ;21021
3070006;2102;1;V01;      1; ;2010-05-06 15:30;2010-05-06 18:30; ; ;21021
3070006;2102;1;V01;      1;INTR;2010-06-06 13:30;2010-06-06 16:30; ; ;21021
3070006;2102;1;V01;      2; ;2010-05-10 15:30;2010-05-10 18:30; ; ;21021
3070006;2102;1;V01;      2;FIN;2010-06-27 13:30;2010-06-27 16:30; ; ;21021
3070006;2102;1;V01;      3; ;2010-05-13 15:30;2010-05-13 18:30; ; ;21021
3070006;2102;1;V01;      4; ;2010-05-17 15:30;2010-05-17 18:30; ; ;21021
3070006;2102;1;V01;      5; ;2010-05-20 15:30;2010-05-20 18:30; ; ;21021
3070006;2102;1;V01;      6; ;2010-05-24 15:30;2010-05-24 18:30; ; ;21021
3070006;2102;1;V01;      7; ;2010-05-27 15:30;2010-05-27 18:30; ; ;21021
3070006;2102;1;V01;      8; ;2010-06-07 15:30;2010-06-07 18:30; ; ;21021
3070006;2102;1;V01;      9; ;2010-06-10 15:30;2010-06-10 18:30; ; ;21021
3070006;2102;1;V01;     10; ;2010-06-14 15:30;2010-06-14 18:30; ; ;21021
3070006;2102;1;V01;     11; ;2010-06-17 15:30;2010-06-17 18:30; ; ;21021
3070006;2102;1;V01;     12; ;2010-06-21 15:30;2010-06-21 18:30; ; ;21021
3070308;2093;1;DF1;      1;FIN;2009-12-12 09:00;2009-12-12 12:00; ; ;20931
3070308;2093;1;J01;      1; ;2009-08-31 08:30;2009-08-31 11:30;4.440; ;20931
3070308;2093;1;J01;      1;INTR;2009-10-31 09:00;2009-10-31 12:00;3062;A à SMYR;20931
3070308;2093;1;J01;      2; ;2009-09-14 08:30;2009-09-14 11:30;4.440; ;20931
3070308;2093;1;J01;      2;INTR;2009-10-31 09:00;2009-10-31 12:00;3047;SMYS à Z;20931
3070308;2093;1;J01;      3; ;2009-09-21 08:30;2009-09-21 11:30;4.440; ;20931
3070308;2093;1;J01;      3;FIN;2009-12-12 09:00;2009-12-12 12:00;SCPO;A à LARO;20931
3070308;2093;1;J01;      4; ;2009-09-28 08:30;2009-09-28 11:30;4.440; ;20931
3070308;2093;1;J01;      4;FIN;2009-12-12 09:00;2009-12-12 12:00;TRAN;LARP à Z;20931
3070308;2093;1;J01;      5; ;2009-10-05 08:30;2009-10-05 11:30;CGI; ;20931
3070308;2093;1;J01;      6; ;2009-10-13 08:30;2009-10-13 11:30;4.440; ;20931
3070308;2093;1;J01;      7; ;2009-10-19 08:30;2009-10-19 11:30;4.440; ;20931
3070308;2093;1;J01;      8; ;2009-11-09 08:30;2009-11-09 11:30;4.440; ;20931
3070308;2093;1;J01;      9; ;2009-11-16 08:30;2009-11-16 11:30;4.440; ;20931
3070308;2093;1;J01;     10; ;2009-11-23 08:30;2009-11-23 11:30;4.440; ;20931
3070308;2093;1;J01;     11; ;2009-11-30 08:30;2009-11-30 11:30;4.440; ;20931
3070308;2093;1;J01;     12; ;2009-12-07 08:30;2009-12-07 11:30;4.440; ;20931
3070308;2093;1;S01;      1; ;2009-09-01 18:45;2009-09-01 21:45;4.440; ;20931
3070308;2093;1;S01;      1;INTR;2009-10-31 09:00;2009-10-31 12:00;3009;A à MATH;20931
3070308;2093;1;S01;      2; ;2009-09-08 18:45;2009-09-08 21:45;4.440; ;20931
3070308;2093;1;S01;      2;INTR;2009-10-31 09:00;2009-10-31 12:00;3047;MATI à Z;20931
3070308;2093;1;S01;      3; ;2009-09-15 18:45;2009-09-15 21:45;4.440; ;20931
3070308;2093;1;S01;      3;FIN;2009-12-12 09:00;2009-12-12 12:00;EYOU;A à LORD;20931
3070308;2093;1;S01;      4; ;2009-09-22 18:45;2009-09-22 21:45;4.440; ;20931
3070308;2093;1;S01;      4;FIN;2009-12-12 09:00;2009-12-12 12:00;GPAR;LORE à Z;20931
3070308;2093;1;S01;      5; ;2009-09-29 18:45;2009-09-29 21:45;CGI; ;20931
3070308;2093;1;S01;      6; ;2009-10-06 18:45;2009-10-06 21:45;4.440; ;20931
3070308;2093;1;S01;      7; ;2009-10-20 18:45;2009-10-20 21:45;4.440; ;20931
3070308;2093;1;S01;      8; ;2009-11-10 18:45;2009-11-10 21:45;4.440; ;20931
3070308;2093;1;S01;      9; ;2009-11-17 18:45;2009-11-17 21:45;4.440; ;20931
3070308;2093;1;S01;     10; ;2009-11-24 18:45;2009-11-24 21:45;4.440; ;20931
3070308;2093;1;S01;     11; ;2009-12-01 18:45;2009-12-01 21:45;4.440; ;20931
3070308;2093;1;S01;     12; ;2009-12-08 18:45;2009-12-08 21:45;4.440; ;20931
3070308;2101;1;DF1;      1;FIN;2010-04-21 18:30;2010-04-21 21:30; ; ;21011
3070308;2101;1;F01;      1; ;2010-01-09 09:00;2010-01-09 12:00;4.440; ;21011
3070308;2101;1;F01;      1;INTR;2010-03-02 18:30;2010-03-02 21:30; ; ;21011
3070308;2101;1;F01;      2; ;2010-01-16 09:00;2010-01-16 12:00;4.440; ;21011
3070308;2101;1;F01;      2;FIN;2010-04-21 18:30;2010-04-21 21:30; ; ;21011
3070308;2101;1;F01;      3; ;2010-01-23 09:00;2010-01-23 12:00;4.440; ;21011
3070308;2101;1;F01;      4; ;2010-01-30 09:00;2010-01-30 12:00;4.440; ;21011
3070308;2101;1;F01;      5; ;2010-02-06 09:00;2010-02-06 12:00;CGI; ;21011
3070308;2101;1;F01;      6; ;2010-02-13 09:00;2010-02-13 12:00;4.440; ;21011
3070308;2101;1;F01;      7; ;2010-02-20 09:00;2010-02-20 12:00;4.440; ;21011
3070308;2101;1;F01;      8; ;2010-03-13 09:00;2010-03-13 12:00;4.440; ;21011
3070308;2101;1;F01;      9; ;2010-03-20 09:00;2010-03-20 12:00;4.440; ;21011
3070308;2101;1;F01;     10; ;2010-03-27 09:00;2010-03-27 12:00;4.440; ;21011
3070308;2101;1;F01;     11; ;2010-04-10 09:00;2010-04-10 12:00;4.440; ;21011
3070308;2101;1;F01;     12; ;2010-04-17 09:00;2010-04-17 12:00;4.440; ;21011
3070308;2101;1;J01;      1; ;2010-01-07 15:30;2010-01-07 18:30;4.440; ;21011
3070308;2101;1;J01;      1;INTR;2010-03-02 18:30;2010-03-02 21:30; ; ;21011
3070308;2101;1;J01;      2; ;2010-01-14 15:30;2010-01-14 18:30;4.440; ;21011
3070308;2101;1;J01;      2;FIN;2010-04-21 18:30;2010-04-21 21:30; ; ;21011
3070308;2101;1;J01;      3; ;2010-01-21 15:30;2010-01-21 18:30;4.440; ;21011
3070308;2101;1;J01;      4; ;2010-01-28 15:30;2010-01-28 18:30;4.440; ;21011
3070308;2101;1;J01;      5; ;2010-02-11 15:30;2010-02-11 18:30;4.440; ;21011
3070308;2101;1;J01;      6; ;2010-02-18 15:30;2010-02-18 18:30;4.440; ;21011
3070308;2101;1;J01;      7; ;2010-03-11 15:30;2010-03-11 18:30;4.440; ;21011
3070308;2101;1;J01;      8; ;2010-03-18 15:30;2010-03-18 18:30;4.440; ;21011
3070308;2101;1;J01;      9; ;2010-03-25 15:30;2010-03-25 18:30;4.440; ;21011
3070308;2101;1;J01;     10; ;2010-04-01 15:30;2010-04-01 18:30;4.440; ;21011
3070308;2101;1;J01;     11; ;2010-04-08 15:30;2010-04-08 18:30;4.440; ;21011
3070308;2101;1;J01;     12; ;2010-02-04 15:30;2010-02-04 18:30;2.130; ;21011
3070308;2101;1;S01;      1; ;2010-01-04 18:45;2010-01-04 21:45;4.440; ;21011
3070308;2101;1;S01;      1;INTR;2010-03-02 18:30;2010-03-02 21:30; ; ;21011
3070308;2101;1;S01;      2; ;2010-01-11 18:45;2010-01-11 21:45;4.440; ;21011
3070308;2101;1;S01;      2;FIN;2010-04-21 18:30;2010-04-21 21:30; ; ;21011
3070308;2101;1;S01;      3; ;2010-01-18 18:45;2010-01-18 21:45;4.440; ;21011
3070308;2101;1;S01;      4; ;2010-01-25 18:45;2010-01-25 21:45;4.440; ;21011
3070308;2101;1;S01;      5; ;2010-02-01 18:45;2010-02-01 21:45;CGI; ;21011
3070308;2101;1;S01;      6; ;2010-02-08 18:45;2010-02-08 21:45;4.440; ;21011
3070308;2101;1;S01;      7; ;2010-02-15 18:45;2010-02-15 21:45;4.440; ;21011
3070308;2101;1;S01;      8; ;2010-03-08 18:45;2010-03-08 21:45;4.440; ;21011
3070308;2101;1;S01;      9; ;2010-03-15 18:45;2010-03-15 21:45;4.440; ;21011
3070308;2101;1;S01;     10; ;2010-03-22 18:45;2010-03-22 21:45;4.440; ;21011
3070308;2101;1;S01;     11; ;2010-03-29 18:45;2010-03-29 21:45;4.440; ;21011
3070308;2101;1;S01;     12; ;2010-04-12 18:45;2010-04-12 21:45;4.440; ;21011
3070308;2101;1;S02;      1; ;2010-01-06 18:45;2010-01-06 21:45;4.440; ;21011
3070308;2101;1;S02;      1;INTR;2010-03-02 18:30;2010-03-02 21:30; ; ;21011
3070308;2101;1;S02;      2; ;2010-01-13 18:45;2010-01-13 21:45;4.440; ;21011
3070308;2101;1;S02;      2;FIN;2010-04-21 18:30;2010-04-21 21:30; ; ;21011
3070308;2101;1;S02;      3; ;2010-01-20 18:45;2010-01-20 21:45;4.440; ;21011
3070308;2101;1;S02;      4; ;2010-01-27 18:45;2010-01-27 21:45;4.440; ;21011
3070308;2101;1;S02;      5; ;2010-02-03 18:45;2010-02-03 21:45;2.130; ;21011
3070308;2101;1;S02;      6; ;2010-02-10 18:45;2010-02-10 21:45;4.440; ;21011
3070308;2101;1;S02;      7; ;2010-02-17 18:45;2010-02-17 21:45;4.440; ;21011
3070308;2101;1;S02;      8; ;2010-03-10 18:45;2010-03-10 21:45;4.440; ;21011
3070308;2101;1;S02;      9; ;2010-03-17 18:45;2010-03-17 21:45;4.440; ;21011
3070308;2101;1;S02;     10; ;2010-03-24 18:45;2010-03-24 21:45;4.440; ;21011
3070308;2101;1;S02;     11; ;2010-03-31 18:45;2010-03-31 21:45;4.440; ;21011
3070308;2101;1;S02;     12; ;2010-04-07 18:45;2010-04-07 21:45;4.440; ;21011
3070408;2093;1;DF1;      1;FIN;2009-12-20 08:50;2009-12-20 12:00; ; ;20931
3070408;2093;1;FV1;      1; ;2009-09-12 09:00;2009-09-12 16:00;SLIF; ;20931
3070408;2093;1;FV1;      1;FIN;2009-12-20 08:50;2009-12-20 12:00;COGE;TOUS;20931
3070408;2093;1;FV1;      2; ;2009-09-26 09:00;2009-09-26 16:00;SLIF; ;20931
3070408;2093;1;FV1;      2;FIN;2009-12-20 08:50;2009-12-20 12:00;DOM2;TOUS;20931
3070408;2093;1;FV1;      3; ;2009-10-10 09:00;2009-10-10 16:00;SLIF; ;20931
3070408;2093;1;FV1;      4; ;2009-11-07 09:00;2009-11-07 16:00;SLIF; ;20931
3070408;2093;1;FV1;      5; ;2009-11-21 09:00;2009-11-21 16:00;SLIF; ;20931
3070408;2093;1;FV1;      6; ;2009-12-05 09:00;2009-12-05 16:00;SLIF; ;20931
3070505;2093;1;DF1;      1;FIN;2009-12-19 13:30;2009-12-19 16:30; ; ;20931
3070505;2093;1;F01;      1; ;2009-08-29 09:00;2009-08-29 12:00;4.420; ;20931
3070505;2093;1;F01;      1;INTR;2009-11-03 18:30;2009-11-03 21:30;3073;TOUS;20931
3070505;2093;1;F01;      2; ;2009-09-12 09:00;2009-09-12 12:00;4.420; ;20931
3070505;2093;1;F01;      2;FIN;2009-12-19 13:30;2009-12-19 16:30;PWCO;A à MEND;20931
3070505;2093;1;F01;      3; ;2009-09-19 09:00;2009-09-19 12:00;4.420; ;20931
3070505;2093;1;F01;      3;FIN;2009-12-19 13:30;2009-12-19 16:30;GDES;MENE à Z;20931
3070505;2093;1;F01;      4; ;2009-09-26 09:00;2009-09-26 12:00;4.420; ;20931
3070505;2093;1;F01;      5; ;2009-10-03 09:00;2009-10-03 12:00;CGI; ;20931
3070505;2093;1;F01;      6; ;2009-10-10 09:00;2009-10-10 12:00;CGI; ;20931
3070505;2093;1;F01;      7; ;2009-10-17 09:00;2009-10-17 12:00;4.420; ;20931
3070505;2093;1;F01;      8; ;2009-11-07 09:00;2009-11-07 12:00;4.420; ;20931
3070505;2093;1;F01;      9; ;2009-11-14 09:00;2009-11-14 12:00;CGI; ;20931
3070505;2093;1;F01;     10; ;2009-11-21 09:00;2009-11-21 12:00;4.420; ;20931
3070505;2093;1;F01;     11; ;2009-11-28 09:00;2009-11-28 12:00;4.420; ;20931
3070505;2093;1;F01;     12; ;2009-12-05 09:00;2009-12-05 12:00;4.420; ;20931
3070505;2093;1;J01;      1; ;2009-08-31 15:30;2009-08-31 18:30;3049; ;20931
3070505;2093;1;J01;      1;INTR;2009-11-03 18:30;2009-11-03 21:30;3073;TOUS;20931
3070505;2093;1;J01;      2; ;2009-09-14 15:30;2009-09-14 18:30;3049; ;20931
3070505;2093;1;J01;      2;FIN;2009-12-19 13:30;2009-12-19 16:30;SLIF;A à MESS;20931
3070505;2093;1;J01;      3; ;2009-09-21 15:30;2009-09-21 18:30;3049; ;20931
3070505;2093;1;J01;      3;FIN;2009-12-19 13:30;2009-12-19 16:30;MHUS;MEST à Z;20931
3070505;2093;1;J01;      4; ;2009-09-28 15:30;2009-09-28 18:30;3049; ;20931
3070505;2093;1;J01;      5; ;2009-10-05 15:30;2009-10-05 18:30;CGI; ;20931
3070505;2093;1;J01;      6; ;2009-10-13 15:30;2009-10-13 18:30;CGI; ;20931
3070505;2093;1;J01;      7; ;2009-10-19 15:30;2009-10-19 18:30;3049; ;20931
3070505;2093;1;J01;      8; ;2009-11-09 15:30;2009-11-09 18:30;3049; ;20931
3070505;2093;1;J01;      9; ;2009-11-16 15:30;2009-11-16 18:30;4502; ;20931
3070505;2093;1;J01;     10; ;2009-11-23 15:30;2009-11-23 18:30;3049; ;20931
3070505;2093;1;J01;     11; ;2009-11-30 15:30;2009-11-30 18:30;3049; ;20931
3070505;2093;1;J01;     12; ;2009-12-07 15:30;2009-12-07 18:30;3049; ;20931
3070505;2093;1;J02;      1; ;2009-09-01 08:30;2009-09-01 11:30;4.440; ;20931
3070505;2093;1;J02;      1;INTR;2009-11-03 18:30;2009-11-03 21:30;3051;TOUS;20931
3070505;2093;1;J02;      2; ;2009-09-08 08:30;2009-09-08 11:30;4.440; ;20931
3070505;2093;1;J02;      2;FIN;2009-12-19 13:30;2009-12-19 16:30;CIBC;A à SARM;20931
3070505;2093;1;J02;      3; ;2009-09-15 08:30;2009-09-15 11:30;4.440; ;20931
3070505;2093;1;J02;      3;FIN;2009-12-19 13:30;2009-12-19 16:30;MHUS;SARN à Z;20931
3070505;2093;1;J02;      4; ;2009-09-22 08:30;2009-09-22 11:30;4.440; ;20931
3070505;2093;1;J02;      5; ;2009-09-29 08:30;2009-09-29 11:30;4502; ;20931
3070505;2093;1;J02;      6; ;2009-10-06 08:30;2009-10-06 11:30;4502; ;20931
3070505;2093;1;J02;      7; ;2009-10-20 08:30;2009-10-20 11:30;4.440; ;20931
3070505;2093;1;J02;      8; ;2009-11-10 08:30;2009-11-10 11:30;4.440; ;20931
3070505;2093;1;J02;      9; ;2009-11-17 08:30;2009-11-17 11:30;4502; ;20931
3070505;2093;1;J02;     10; ;2009-11-24 08:30;2009-11-24 11:30;4.440; ;20931
3070505;2093;1;J02;     11; ;2009-12-01 08:30;2009-12-01 11:30;4.440; ;20931
3070505;2093;1;J02;     12; ;2009-12-08 08:30;2009-12-08 11:30;4.440; ;20931
3070505;2093;1;S01;      1; ;2009-09-02 18:45;2009-09-02 21:45;3064; ;20931
3070505;2093;1;S01;      1;INTR;2009-11-03 18:30;2009-11-03 21:30;3052;A à ROBI;20931
3070505;2093;1;S01;      2; ;2009-09-09 18:45;2009-09-09 21:45;3064; ;20931
3070505;2093;1;S01;      2;INTR;2009-11-03 18:30;2009-11-03 21:30;3030;ROBJ à Z;20931
3070505;2093;1;S01;      3; ;2009-09-16 18:45;2009-09-16 21:45;3064; ;20931
3070505;2093;1;S01;      3;FIN;2009-12-19 13:30;2009-12-19 16:30;VHOU;A à FIDE;20931
3070505;2093;1;S01;      4; ;2009-09-23 18:45;2009-09-23 21:45;3064; ;20931
3070505;2093;1;S01;      4;FIN;2009-12-19 13:30;2009-12-19 16:30;BGRI;FIDF à NASS;20931
3070505;2093;1;S01;      5; ;2009-09-30 18:45;2009-09-30 21:45;CGI; ;20931
3070505;2093;1;S01;      5;FIN;2009-12-19 13:30;2009-12-19 16:30;DINT;NAST à Z;20931
3070505;2093;1;S01;      6; ;2009-10-07 18:45;2009-10-07 21:45;CGI; ;20931
3070505;2093;1;S01;      7; ;2009-10-14 18:45;2009-10-14 21:45;3064; ;20931
3070505;2093;1;S01;      8; ;2009-11-04 18:45;2009-11-04 21:45;3064; ;20931
3070505;2093;1;S01;      9; ;2009-11-11 18:45;2009-11-11 21:45;CGI; ;20931
3070505;2093;1;S01;     10; ;2009-11-18 18:45;2009-11-18 21:45;3064; ;20931
3070505;2093;1;S01;     11; ;2009-11-25 18:45;2009-11-25 21:45;3064; ;20931
3070505;2093;1;S01;     12; ;2009-12-02 18:45;2009-12-02 21:45;3064; ;20931
3070505;2093;1;W01;      1; ;2009-09-04 18:45;2009-09-04 21:45;3063; ;20931
3070505;2093;1;W01;      1;INTR;2009-11-03 18:30;2009-11-03 21:30;3074;A à PELL;20931
3070505;2093;1;W01;      2; ;2009-09-11 18:45;2009-09-11 21:45;3063; ;20931
3070505;2093;1;W01;      2;INTR;2009-11-03 18:30;2009-11-03 21:30;3030;PELM à Z;20931
3070505;2093;1;W01;      3; ;2009-09-18 18:45;2009-09-18 21:45;3063; ;20931
3070505;2093;1;W01;      3;FIN;2009-12-19 13:30;2009-12-19 16:30;PARI;A à DESC;20931
3070505;2093;1;W01;      4; ;2009-09-25 18:45;2009-09-25 21:45;3063; ;20931
3070505;2093;1;W01;      4;FIN;2009-12-19 13:30;2009-12-19 16:30;TRCO;DESD à MULD;20931
3070505;2093;1;W01;      5; ;2009-10-02 18:45;2009-10-02 21:45;3063; ;20931
3070505;2093;1;W01;      5;FIN;2009-12-19 13:30;2009-12-19 16:30;BEIJ;MULE à Z;20931
3070505;2093;1;W01;      6; ;2009-10-09 18:45;2009-10-09 21:45;3063; ;20931
3070505;2093;1;W01;      7; ;2009-10-16 18:45;2009-10-16 21:45;3063; ;20931
3070505;2093;1;W01;      8; ;2009-11-06 18:45;2009-11-06 21:45;3063; ;20931
3070505;2093;1;W01;      9; ;2009-11-13 18:45;2009-11-13 21:45;3063; ;20931
3070505;2093;1;W01;     10; ;2009-11-20 18:45;2009-11-20 21:45;3063; ;20931
3070505;2093;1;W01;     11; ;2009-11-27 18:45;2009-11-27 21:45;3063; ;20931
3070505;2093;1;W01;     12; ;2009-12-04 18:45;2009-12-04 21:45;3063; ;20931
