EMPLID;CATALOG_NBR;STRM;SESSION_CODE;CLASS_SECTION;STATUS;STRM_ID
11105486;    ANGL-H;2101;1;X01;Actif;21011
11096945;    ANGL-H;2101;1;X01;Actif;21011
11122641;    ANGL-H;2101;1;X01;Actif;21011
11131217;    ANGL-H;2101;1;X01;Actif;21011
11117285;    ANGL-H;2101;1;X01;Actif;21011
11111321;    ANGL-H;2101;1;X01;Actif;21011
11113816;    ANGL-H;2101;1;X01;Actif;21011
11087978;    ANGL-H;2101;1;X01;Actif;21011
11128464;    ANGL-H;2101;1;X01;Actif;21011
11115100;    ANGL-H;2101;1;X01;Actif;21011
11079247;    ANGL-H;2101;1;X01;Actif;21011
11087938;    ANGL-H;2101;1;X01;Actif;21011
11081037;    ANGL-H;2101;1;X01;Actif;21011
11044760;    ANGL-H;2101;1;X01;Actif;21011
11060257;    ANGL-H;2101;1;X01;Actif;21011
11089822;    ANGL-H;2101;1;X01;Actif;21011
11128456;    ANGL-H;2101;1;X01;Actif;21011
00131606;    ANGL-H;2101;1;X01;Actif;21011
11094373;    ANGL-H;2101;1;X01;Actif;21011
11133821;    ANGL-H;2101;1;X01;Actif;21011
11091307;    ANGL-H;2101;1;X01;Actif;21011
11119817;    ANGL-H;2101;1;X01;Actif;21011
11110785;    ANGL-H;2101;1;X01;Actif;21011
11122709;    ANGL-H;2101;1;X01;Actif;21011
11105485;    ANGL-H;2101;1;X01;Actif;21011
11128076;    ANGL-H;2101;1;X01;Actif;21011
11112992;    ANGL-H;2101;1;X01;Actif;21011
11112202;    ANGL-H;2101;1;X01;Actif;21011
11096969;    ANGL-H;2101;1;X01;Actif;21011
11074933;    ANGL-H;2101;1;X01;Actif;21011
11068127;    ANGL-H;2101;1;X01;Actif;21011
11045965;    ANGL-H;2101;1;X01;Actif;21011
11061622;    ANGL-H;2101;1;X01;Actif;21011
99325927;    ANGL-H;2101;1;X01;Actif;21011
11074036;    ANGL-H;2101;1;X01;Actif;21011
11106561;    ANGL-H;2101;1;X01;Actif;21011
11130911;    ANGL-H;2101;1;X01;Actif;21011
11119905;    ANGL-H;2101;1;X01;Actif;21011
11120660;    ANGL-H;2101;1;X01;Actif;21011
11003844;    ANGL-H;2101;1;X01;Actif;21011
11129024;    ANGL-H;2101;1;X01;Actif;21011
11067734;    ANGL-H;2101;1;X01;Actif;21011
11128647;    ANGL-H;2101;1;X01;Actif;21011
11107546;    ANGL-H;2101;1;X01;Actif;21011
11043269;    ANGL-H;2101;1;X01;Actif;21011
11064029;    ANGL-H;2101;1;X01;Actif;21011
11133167;    ANGL-H;2101;1;X01;Actif;21011
11088306;    ANGL-H;2101;1;X01;Actif;21011
11042348;    ANGL-H;2101;1;X01;Actif;21011
11092577;    ANGL-H;2101;1;X01;Actif;21011
11075608;    ANGL-H;2101;1;X01;Actif;21011
11042871;    ANGL-H;2101;1;X01;Actif;21011
11048533;    ANGL-H;2101;1;X01;Actif;21011
11123945;    ANGL-H;2101;1;X01;Actif;21011
11043682;    ANGL-H;2101;1;X01;Actif;21011
11116377;    ANGL-H;2101;1;X01;Actif;21011
11106522;    ANGL-H;2101;1;X01;Actif;21011
11036542;    ANGL-H;2101;1;X01;Actif;21011
11074733;    ANGL-H;2101;1;X01;Actif;21011
11130906;    ANGL-H;2101;1;X01;Actif;21011
11107416;    ANGL-H;2101;1;X01;Actif;21011
11104614;    ANGL-H;2101;1;X01;Actif;21011
11081035;    ANGL-H;2101;1;X01;Actif;21011
11110135;    ANGL-H;2101;1;X01;Actif;21011
11094788;    ANGL-H;2101;1;X01;Actif;21011
00316281;    ANGL-H;2101;1;X01;Actif;21011
11127621;    ANGL-H;2101;1;X01;Actif;21011
11088351;    ANGL-H;2101;1;X01;Actif;21011
11111843;    ANGL-H;2101;1;X01;Actif;21011
11130499;    ANGL-H;2101;1;X01;Actif;21011
11061441;    ANGL-H;2101;1;X01;Actif;21011
11101177;    ANGL-H;2101;1;X01;Actif;21011
11092546;    ANGL-H;2101;1;X01;Actif;21011
11116676;    ANGL-H;2101;1;Y01;Actif;21011
11092177;    ANGL-H;2101;1;Y01;Actif;21011
11131482;    ANGL-H;2101;1;Y01;Actif;21011
11098737;    ANGL-H;2101;1;Y01;Actif;21011
11094340;    ANGL-H;2101;1;Y01;Actif;21011
11075625;    ANGL-H;2101;1;Y01;Actif;21011
11078531;    ANGL-H;2101;1;Y01;Actif;21011
11105543;    ANGL-H;2101;1;Y01;Actif;21011
11129181;    ANGL-H;2101;1;Y01;Actif;21011
11130287;    ANGL-H;2101;1;Y01;Actif;21011
11091849;    ANGL-H;2101;1;Y01;Actif;21011
11131332;    ANGL-H;2101;1;Y01;Actif;21011
11041616;    ANGL-H;2101;1;Y01;Actif;21011
11104800;    ANGL-H;2101;1;Y01;Actif;21011
11097095;    ANGL-H;2101;1;Y01;Actif;21011
11064443;    ANGL-H;2101;1;Y01;Actif;21011
11096848;    ANGL-H;2101;1;Y01;Actif;21011
11119741;    ANGL-H;2101;1;Y01;Actif;21011
11043682;    ANGL-H;2101;1;Y01;Actif;21011
11111321;    FRAN-1;2101;1;X01;Actif;21011
99325927;    FRAN-1;2101;1;X01;Actif;21011
11104614;    FRAN-1;2101;1;X01;Actif;21011
11130497;    FRAN-1;2101;1;X01;Actif;21011
11119323;    FRAN-1;2101;1;X01;Actif;21011
11113901;    FRAN-1;2101;1;X01;Actif;21011
11118824;    FRAN-1;2101;1;X01;Actif;21011
11116641;    FRAN-1;2101;1;X01;Actif;21011
11073865;    FRAN-1;2101;1;X01;Actif;21011
11129781;    FRAN-1;2101;1;X01;Actif;21011
11097303;    FRAN-1;2101;1;X01;Actif;21011
11099552;    FRAN-1;2101;1;X01;Actif;21011
11037358;    FRAN-1;2101;1;X01;Actif;21011
11080672;    FRAN-1;2101;1;X01;Actif;21011
11075625;    FRAN-1;2101;1;X01;Actif;21011
11119852;    FRAN-1;2101;1;X01;Actif;21011
11120058;    FRAN-1;2101;1;X01;Actif;21011
11116810;    FRAN-1;2101;1;X01;Actif;21011
11131217;    FRAN-1;2101;1;X01;Actif;21011
11121907;    FRAN-1;2101;1;X01;Actif;21011
11102886;    FRAN-1;2101;1;X01;Actif;21011
11130273;    FRAN-1;2101;1;X01;Actif;21011
11090447;    FRAN-1;2101;1;X01;Actif;21011
11114390;    FRAN-1;2101;1;X01;Actif;21011
11122641;    FRAN-1;2101;1;X01;Actif;21011
11045913;    FRAN-1;2101;1;X01;Actif;21011
11044760;    FRAN-1;2101;1;X01;Actif;21011
11076529;    FRAN-1;2101;1;X01;Actif;21011
00131606;    FRAN-1;2101;1;X01;Actif;21011
11094373;    FRAN-1;2101;1;X01;Actif;21011
11050536;    FRAN-1;2101;1;X01;Actif;21011
11105486;    FRAN-1;2101;1;X01;Actif;21011
11120182;    FRAN-1;2101;1;X01;Actif;21011
11119817;    FRAN-1;2101;1;X01;Actif;21011
11114772;    FRAN-1;2101;1;X01;Actif;21011
11105485;    FRAN-1;2101;1;X01;Actif;21011
11130287;    FRAN-1;2101;1;X01;Actif;21011
11106522;    FRAN-1;2101;1;X01;Actif;21011
11112202;    FRAN-1;2101;1;X01;Actif;21011
11074935;    FRAN-1;2101;1;X01;Actif;21011
11074036;    FRAN-1;2101;1;X01;Actif;21011
11110135;    FRAN-1;2101;1;X01;Actif;21011
11087849;    FRAN-1;2101;1;X01;Actif;21011
11110167;    FRAN-1;2101;1;X01;Actif;21011
11061622;    FRAN-1;2101;1;X01;Actif;21011
11045965;    FRAN-1;2101;1;X01;Actif;21011
11113088;    FRAN-1;2101;1;X01;Actif;21011
11087380;    FRAN-1;2101;1;X01;Actif;21011
11120660;    FRAN-1;2101;1;X01;Actif;21011
11087662;    FRAN-1;2101;1;X01;Actif;21011
11079247;    FRAN-1;2101;1;X01;Actif;21011
11107546;    FRAN-1;2101;1;X01;Actif;21011
11101811;    FRAN-1;2101;1;X01;Actif;21011
11003844;    FRAN-1;2101;1;X01;Actif;21011
11064029;    FRAN-1;2101;1;X01;Actif;21011
11092060;    FRAN-1;2101;1;X01;Actif;21011
11131332;    FRAN-1;2101;1;X01;Actif;21011
11075608;    FRAN-1;2101;1;X01;Actif;21011
11023988;    FRAN-1;2101;1;X01;Actif;21011
11061473;    FRAN-1;2101;1;X01;Actif;21011
11042871;    FRAN-1;2101;1;X01;Actif;21011
11048533;    FRAN-1;2101;1;X01;Actif;21011
11127527;    FRAN-1;2101;1;X01;Actif;21011
11111489;    FRAN-1;2101;1;X01;Actif;21011
11094332;    FRAN-1;2101;1;X01;Actif;21011
11105543;    FRAN-1;2101;1;X01;Actif;21011
11074733;    FRAN-1;2101;1;X01;Actif;21011
11087554;    FRAN-1;2101;1;X01;Actif;21011
11071890;    FRAN-1;2101;1;X01;Actif;21011
11053622;    FRAN-1;2101;1;X01;Actif;21011
11111843;    FRAN-1;2101;1;X01;Actif;21011
11130499;    FRAN-1;2101;1;X01;Actif;21011
11127413;    FRAN-1;2101;1;X01;Actif;21011
11116326;    FRAN-2;2101;1;A01;Actif;21011
11127863;    FRAN-2;2101;1;A01;Actif;21011
11127988;    FRAN-2;2101;1;A01;Actif;21011
11128069;    FRAN-2;2101;1;A01;Actif;21011
11128138;    FRAN-2;2101;1;A01;Actif;21011
11128155;    FRAN-2;2101;1;A01;Actif;21011
11128205;    FRAN-2;2101;1;A01;Actif;21011
11128212;    FRAN-2;2101;1;A01;Actif;21011
11128239;    FRAN-2;2101;1;A01;Actif;21011
11128493;    FRAN-2;2101;1;A01;Actif;21011
11128505;    FRAN-2;2101;1;A01;Actif;21011
11128576;    FRAN-2;2101;1;A01;Actif;21011
11128578;    FRAN-2;2101;1;A01;Actif;21011
11128656;    FRAN-2;2101;1;A01;Actif;21011
11128687;    FRAN-2;2101;1;A01;Actif;21011
11128713;    FRAN-2;2101;1;A01;Actif;21011
11128756;    FRAN-2;2101;1;A01;Actif;21011
11128822;    FRAN-2;2101;1;A01;Actif;21011
11128929;    FRAN-2;2101;1;A01;Actif;21011
11128979;    FRAN-2;2101;1;A01;Actif;21011
11129052;    FRAN-2;2101;1;A01;Actif;21011
11129069;    FRAN-2;2101;1;A01;Actif;21011
11129237;    FRAN-2;2101;1;A01;Actif;21011
11129272;    FRAN-2;2101;1;A01;Actif;21011
11129302;    FRAN-2;2101;1;A01;Actif;21011
11129425;    FRAN-2;2101;1;A01;Actif;21011
11129438;    FRAN-2;2101;1;A01;Actif;21011
11129440;    FRAN-2;2101;1;A01;Actif;21011
11129518;    FRAN-2;2101;1;A01;Actif;21011
11129519;    FRAN-2;2101;1;A01;Actif;21011
11129523;    FRAN-2;2101;1;A01;Actif;21011
11129542;    FRAN-2;2101;1;A01;Actif;21011
11105794;    FRAN-2;2101;1;A01;Actif;21011
11129672;    FRAN-2;2101;1;A01;Actif;21011
11129679;    FRAN-2;2101;1;A01;Actif;21011
11129704;    FRAN-2;2101;1;A01;Actif;21011
11129752;    FRAN-2;2101;1;A01;Actif;21011
11129825;    FRAN-2;2101;1;A01;Actif;21011
11129845;    FRAN-2;2101;1;A01;Actif;21011
11129871;    FRAN-2;2101;1;A01;Actif;21011
11129886;    FRAN-2;2101;1;A01;Actif;21011
11114692;    FRAN-2;2101;1;A01;Actif;21011
11130039;    FRAN-2;2101;1;A01;Actif;21011
11132702;    FRAN-2;2101;1;A01;Actif;21011
11115136;    FRAN-2;2101;1;A01;Actif;21011
11116990;    FRAN-2;2101;1;A01;Actif;21011
11117242;    FRAN-2;2101;1;A01;Actif;21011
11118147;    FRAN-2;2101;1;A01;Actif;21011
11126097;    FRAN-2;2101;1;A01;Actif;21011
11126863;    FRAN-2;2101;1;A01;Actif;21011
11127330;    FRAN-2;2101;1;A01;Actif;21011
11127394;    FRAN-2;2101;1;A01;Actif;21011
11127741;    FRAN-2;2101;1;A01;Actif;21011
11127751;    FRAN-2;2101;1;A01;Actif;21011
11127840;    FRAN-2;2101;1;A01;Actif;21011
11118471;    ESPA-T;2101;1;A11;Actif;21011
11113507;    ESPA-T;2101;1;A11;Actif;21011
11125832;    ESPA-T;2101;1;A11;Actif;21011
11126246;    ESPA-T;2101;1;A11;Actif;21011
11048533;    FRAN-2;2101;1;X01;Actif;21011
11130497;    FRAN-2;2101;1;X01;Actif;21011
11106522;    FRAN-2;2101;1;X01;Actif;21011
11119323;    FRAN-2;2101;1;X01;Actif;21011
11037358;    FRAN-2;2101;1;X01;Actif;21011
11075625;    FRAN-2;2101;1;X01;Actif;21011
11131217;    FRAN-2;2101;1;X01;Actif;21011
11121907;    FRAN-2;2101;1;X01;Actif;21011
11130273;    FRAN-2;2101;1;X01;Actif;21011
11044760;    FRAN-2;2101;1;X01;Actif;21011
11094373;    FRAN-2;2101;1;X01;Actif;21011
11050536;    FRAN-2;2101;1;X01;Actif;21011
11098559;    FRAN-2;2101;1;X01;Actif;21011
11074036;    FRAN-2;2101;1;X01;Actif;21011
11105485;    FRAN-2;2101;1;X01;Actif;21011
11130287;    FRAN-2;2101;1;X01;Actif;21011
11112202;    FRAN-2;2101;1;X01;Actif;21011
11097303;    FRAN-2;2101;1;X01;Actif;21011
11061622;    FRAN-2;2101;1;X01;Actif;21011
11120660;    FRAN-2;2101;1;X01;Actif;21011
11087662;    FRAN-2;2101;1;X01;Actif;21011
11107546;    FRAN-2;2101;1;X01;Actif;21011
11131332;    FRAN-2;2101;1;X01;Actif;21011
11104614;    FRAN-2;2101;1;X01;Actif;21011
11111843;    FRAN-2;2101;1;X01;Actif;21011
11130499;    FRAN-2;2101;1;X01;Actif;21011
11087938;    FRAN-2;2101;1;Y01;Actif;21011
11133167;    FRAN-2;2101;1;Y01;Actif;21011
11064443;    FRAN-2;2101;1;Y01;Actif;21011
11078531;    FRAN-2;2101;1;Y01;Actif;21011
11124889;    ESPA-E;2101;1;Y01;Actif;21011
11087122;333098;2101;1;A01;Actif;21011
11088705;333098;2101;1;A01;Actif;21011
11135651;333098;2101;1;A01;Actif;21011
11104546;333098;2101;1;A01;Actif;21011
11135426;333098;2101;1;A01;Actif;21011
11135373;333098;2101;1;A01;Actif;21011
11113289;333098;2101;1;A01;Actif;21011
11041254;333098;2101;1;A01;Actif;21011
11086072;333098;2101;1;A01;Actif;21011
11135392;333098;2101;1;A01;Actif;21011
11111816;333098;2101;1;A01;Actif;21011
11084250;333098;2101;1;A01;Actif;21011
11104516;333098;2101;1;A01;Actif;21011
11104511;333098;2101;1;A01;Actif;21011
11103477;333098;2101;1;A01;Actif;21011
11130845;333098;2101;1;A01;Actif;21011
11113151;333098;2101;1;A01;Actif;21011
11103201;320399;2101;1;B01;Actif;21011
11086781;320399;2101;1;B01;Actif;21011
11061588;320399;2101;1;B01;Actif;21011
11104749;320399;2101;1;B01;Actif;21011
11102616;320399;2101;1;B01;Actif;21011
11076690;320399;2101;1;B01;Actif;21011
11091191;320399;2101;1;B01;Actif;21011
11085730;320399;2101;1;B01;Actif;21011
11102492;320399;2101;1;B01;Actif;21011
11102246;320399;2101;1;B01;Actif;21011
11103902;320399;2101;1;B01;Actif;21011
11102746;320399;2101;1;B01;Actif;21011
11103500;320399;2101;1;B01;Actif;21011
11088195;320399;2101;1;B01;Actif;21011
11103611;320399;2101;1;B01;Actif;21011
11104059;320399;2101;1;B01;Actif;21011
11104182;320399;2101;1;B01;Actif;21011
11069886;320399;2101;1;B01;Actif;21011
11103149;320399;2101;1;B01;Actif;21011
11087410;320399;2101;1;B01;Actif;21011
11104762;320399;2101;1;B01;Actif;21011
11088797;320399;2101;1;B01;Actif;21011
11102215;320399;2101;1;B01;Actif;21011
11086779;320399;2101;1;B01;Actif;21011
11134676;320399;2101;1;B01;Actif;21011
11113311;320399;2101;1;B01;Actif;21011
11087105;320399;2101;1;B01;Actif;21011
11104845;320399;2101;1;B01;Actif;21011
11103153;320399;2101;1;B01;Actif;21011
11088015;320399;2101;1;B01;Actif;21011
11036542;320399;2101;1;B01;Actif;21011
11102329;320399;2101;1;B01;Actif;21011
11088253;320399;2101;1;B01;Actif;21011
11080859;320399;2101;1;B01;Actif;21011
11088662;320399;2101;1;B01;Actif;21011
11103643;320399;2101;1;B01;Actif;21011
11089175;320399;2101;1;B01;Actif;21011
11098466;320399;2101;1;B01;Actif;21011
11113144;320399;2101;1;B01;Actif;21011
11104088;320399;2101;1;B01;Actif;21011
11102106;320399;2101;1;B01;Actif;21011
11111963;320399;2101;1;B01;Actif;21011
11084962;320399;2101;1;B01;Actif;21011
11104507;320399;2101;1;B01;Actif;21011
11086430;320399;2101;1;B01;Actif;21011
11098754;320399;2101;1;B01;Actif;21011
11115096;320399;2101;1;B01;Actif;21011
11105417;320399;2101;1;B01;Actif;21011
11086102;320399;2101;1;B01;Actif;21011
11102635;320399;2101;1;B01;Actif;21011
11098768;320399;2101;1;B01;Actif;21011
11103357;320399;2101;1;B01;Actif;21011
11135450;320399;2101;1;B01;Actif;21011
11073166;320399;2101;1;B01;Actif;21011
11102456;320399;2101;1;B01;Actif;21011
11100405;320399;2101;1;B01;Actif;21011
11072839;320399;2101;1;B01;Actif;21011
11089079;140700;2101;1;X24;Actif;21011
11129922;140700;2101;1;X24;Actif;21011
11134050;140700;2101;1;X24;Actif;21011
11136102;140700;2101;1;X24;Actif;21011
11136125;140700;2101;1;X24;Actif;21011
11136144;140700;2101;1;X24;Actif;21011
11136147;140700;2101;1;X24;Actif;21011
11136149;140700;2101;1;X24;Actif;21011
11136154;140700;2101;1;X24;Actif;21011
11136270;140700;2101;1;X24;Actif;21011
11136734;140700;2101;1;X24;Actif;21011
11136772;140700;2101;1;X24;Actif;21011
11124396;140700;2101;1;X24;Actif;21011
11092026;140700;2101;1;X24;Actif;21011
11094421;140700;2101;1;X24;Actif;21011
11136783;140700;2101;1;X24;Actif;21011
11136786;140700;2101;1;X24;Actif;21011
11136790;140700;2101;1;X24;Actif;21011
11136808;140700;2101;1;X24;Actif;21011
11136846;140700;2101;1;X24;Actif;21011
11104921;140700;2101;1;X24;Actif;21011
11116516;140700;2101;1;X24;Actif;21011
11116543;140700;2101;1;X24;Actif;21011
11117780;140700;2101;1;X24;Actif;21011
11118492;140700;2101;1;X24;Actif;21011
11136849;140700;2101;1;X24;Actif;21011
11136890;140700;2101;1;X24;Actif;21011
11136900;140700;2101;1;X24;Actif;21011
11136906;140700;2101;1;X24;Actif;21011
11136920;140700;2101;1;X24;Actif;21011
11128271;140700;2101;1;X24;Actif;21011
11128441;140700;2101;1;X24;Actif;21011
11128975;140700;2101;1;X24;Actif;21011
11129276;140700;2101;1;X24;Actif;21011
11129456;140700;2101;1;X24;Actif;21011
11129813;140700;2101;1;X24;Actif;21011
11130003;140700;2101;1;X24;Actif;21011
11133133;140700;2101;1;X24;Actif;21011
11134027;140700;2101;1;X24;Actif;21011
11134047;140700;2101;1;X24;Actif;21011
11134440;140700;2101;1;X24;Actif;21011
11134588;140700;2101;1;X24;Actif;21011
11134610;140700;2101;1;X24;Actif;21011
11134614;140700;2101;1;X24;Actif;21011
11134741;140700;2101;1;X24;Actif;21011
11134800;140700;2101;1;X24;Actif;21011
11135023;140700;2101;1;X24;Actif;21011
11135172;140700;2101;1;X24;Actif;21011
11135261;140700;2101;1;X24;Actif;21011
11135517;140700;2101;1;X24;Actif;21011
11135616;140700;2101;1;X24;Actif;21011
11135618;140700;2101;1;X24;Actif;21011
11135680;140700;2101;1;X24;Actif;21011
11135686;140700;2101;1;X24;Actif;21011
11135687;140700;2101;1;X24;Actif;21011
11135688;140700;2101;1;X24;Actif;21011
11135689;140700;2101;1;X24;Actif;21011
11135705;140700;2101;1;X24;Actif;21011
11135841;140700;2101;1;X24;Actif;21011
11135866;140700;2101;1;X24;Actif;21011
11135956;140700;2101;1;X24;Actif;21011
11135961;140700;2101;1;X24;Actif;21011
11136100;140700;2101;1;X24;Actif;21011
11084151;    FRAN-1;2101;1;Y01;Actif;21011
11131482;    FRAN-1;2101;1;Y01;Actif;21011
11041880;    FRAN-1;2101;1;Y01;Actif;21011
11071583;    FRAN-1;2101;1;Y01;Actif;21011
11121524;    FRAN-1;2101;1;Y01;Actif;21011
11096848;    FRAN-1;2101;1;Y01;Actif;21011
11082910;    FRAN-1;2101;1;Y01;Actif;21011
11127932;    FRAN-1;2101;1;Y01;Actif;21011
11078531;    FRAN-1;2101;1;Y01;Actif;21011
11129478;    FRAN-1;2101;1;Y01;Actif;21011
11119741;    FRAN-1;2101;1;Y01;Actif;21011
11087938;    FRAN-1;2101;1;Y01;Actif;21011
11116676;    FRAN-1;2101;1;Y01;Actif;21011
11042348;    FRAN-1;2101;1;Y01;Actif;21011
11030041;    FRAN-1;2101;1;Y01;Actif;21011
11031153;    FRAN-1;2101;1;Y01;Actif;21011
11053942;    FRAN-1;2101;1;Y01;Actif;21011
11119905;    FRAN-1;2101;1;Y01;Actif;21011
11133167;    FRAN-1;2101;1;Y01;Actif;21011
11097095;    FRAN-1;2101;1;Y01;Actif;21011
11064443;    FRAN-1;2101;1;Y01;Actif;21011
11123945;    FRAN-1;2101;1;Y01;Actif;21011
11092546;    FRAN-1;2101;1;Y01;Actif;21011
11130392;310184;2101;1;B01;Actif;21011
11104728;310184;2101;1;B01;Actif;21011
11105031;310184;2101;1;B01;Actif;21011
11102722;310184;2101;1;B01;Actif;21011
11089131;310184;2101;1;B01;Actif;21011
11086357;310184;2101;1;B01;Actif;21011
11101691;310184;2101;1;B01;Actif;21011
11103435;310184;2101;1;B01;Actif;21011
11089238;310184;2101;1;B01;Actif;21011
11102841;310184;2101;1;B01;Actif;21011
11118353;310184;2101;1;B01;Actif;21011
11103334;310184;2101;1;B01;Actif;21011
11135229;310184;2101;1;B01;Actif;21011
11100569;310184;2101;1;B01;Actif;21011
11103393;310184;2101;1;B01;Actif;21011
11073180;310184;2101;1;B01;Actif;21011
11103437;310184;2101;1;B01;Actif;21011
11101796;310184;2101;1;B01;Actif;21011
11104730;310184;2101;1;B01;Actif;21011
11105342;310184;2101;1;B01;Actif;21011
11105147;310184;2101;1;B01;Actif;21011
11103270;310184;2101;1;B01;Actif;21011
11099937;310184;2101;1;B01;Actif;21011
11130354;310184;2101;1;B01;Actif;21011
11102916;310184;2101;1;B01;Actif;21011
11130548;310184;2101;1;B01;Actif;21011
11113403;310184;2101;1;B01;Actif;21011
11116216;310184;2101;1;B01;Actif;21011
11117817;224097;2101;1;B01;Actif;21011
11100515;224097;2101;1;B01;Actif;21011
11117513;224097;2101;1;B01;Actif;21011
11103059;224097;2101;1;B01;Actif;21011
11115294;224097;2101;1;B01;Actif;21011
11097677;224097;2101;1;B01;Actif;21011
11116313;224097;2101;1;B01;Actif;21011
11111161;224097;2101;1;B01;Actif;21011
11112192;224097;2101;1;B01;Actif;21011
11112983;224097;2101;1;B01;Actif;21011
11117519;224097;2101;1;B01;Actif;21011
11104495;224097;2101;1;B01;Actif;21011
11117742;224097;2101;1;B01;Actif;21011
11117733;224097;2101;1;B01;Actif;21011
11117131;224097;2101;1;B01;Actif;21011
11115325;224097;2101;1;B01;Actif;21011
11117306;224097;2101;1;B01;Actif;21011
11118378;224097;2101;1;B01;Actif;21011
11116641;224097;2101;1;B01;Actif;21011
11116724;224097;2101;1;B01;Actif;21011
11087224;224097;2101;1;B01;Actif;21011
11116952;224097;2101;1;B01;Actif;21011
11117644;224097;2101;1;B01;Actif;21011
11117899;224097;2101;1;B01;Actif;21011
11070311;224097;2101;1;B01;Actif;21011
11115100;224097;2101;1;B01;Actif;21011
11060564;224097;2101;1;B01;Actif;21011
11111688;224097;2101;1;B01;Actif;21011
11088488;224097;2101;1;B01;Actif;21011
11102317;224097;2101;1;B01;Actif;21011
11086492;224097;2101;1;B01;Actif;21011
11116305;224097;2101;1;B01;Actif;21011
11101811;224097;2101;1;B01;Actif;21011
11117988;224097;2101;1;B01;Actif;21011
11070966;224097;2101;1;B01;Actif;21011
11104342;224097;2101;1;B01;Actif;21011
11098707;224097;2101;1;B01;Actif;21011
11086409;224097;2101;1;B01;Actif;21011
11068314;224097;2101;1;B01;Actif;21011
11117276;224097;2101;1;B01;Actif;21011
11121769;224097;2101;1;B01;Actif;21011
11100998;224097;2101;1;B01;Actif;21011
11118176;224097;2101;1;B01;Actif;21011
11117461;224097;2101;1;B01;Actif;21011
11116882;224097;2101;1;B01;Actif;21011
11097811;224097;2101;1;B01;Actif;21011
11088448;224097;2101;1;B01;Actif;21011
11116687;224097;2101;1;B01;Actif;21011
11113563;290097;2101;1;B03;Actif;21011
11098376;290097;2101;1;B03;Actif;21011
11125097;290097;2101;1;B03;Actif;21011
11098743;290097;2101;1;B03;Actif;21011
11115286;290097;2101;1;B03;Actif;21011
11102988;290097;2101;1;B03;Actif;21011
11090273;290097;2101;1;B03;Actif;21011
11089081;290097;2101;1;B03;Actif;21011
11116994;290097;2101;1;B03;Actif;21011
11124566;290097;2101;1;B03;Actif;21011
11122476;290097;2101;1;B03;Actif;21011
11124394;290097;2101;1;B03;Actif;21011
11031434;290097;2101;1;B03;Actif;21011
11123657;290097;2101;1;B03;Actif;21011
11103483;290097;2101;1;B03;Actif;21011
11087653;290097;2101;1;B03;Actif;21011
11063468;290097;2101;1;B03;Actif;21011
11124937;290097;2101;1;B03;Actif;21011
11101736;290097;2101;1;B03;Actif;21011
11116603;290097;2101;1;B03;Actif;21011
11115115;290097;2101;1;B03;Actif;21011
11124484;290097;2101;1;C01;Actif;21011
11111763;290097;2101;1;C01;Actif;21011
11124792;290097;2101;1;C01;Actif;21011
11102572;290097;2101;1;C01;Actif;21011
11102923;290097;2101;1;C01;Actif;21011
11124397;290097;2101;1;C01;Actif;21011
11125552;290097;2101;1;C01;Actif;21011
11103682;290097;2101;1;C01;Actif;21011
11124753;290097;2101;1;C01;Actif;21011
11118471;290097;2101;1;C01;Actif;21011
11123598;290097;2101;1;C01;Actif;21011
11113206;290097;2101;1;C01;Actif;21011
11089145;290097;2101;1;C01;Actif;21011
11117793;290097;2101;1;C01;Actif;21011
11102177;290097;2101;1;C01;Actif;21011
11116824;290097;2101;1;C01;Actif;21011
11125025;290097;2101;1;C01;Actif;21011
11123216;290097;2101;1;C01;Actif;21011
11117898;290097;2101;1;C01;Actif;21011
11116564;290097;2101;1;C01;Actif;21011
11102051;290097;2101;1;C01;Actif;21011
11116318;290097;2101;1;C01;Actif;21011
11113556;290097;2101;1;C01;Actif;21011
11116887;290097;2101;1;C01;Actif;21011
11118416;290097;2101;1;C01;Actif;21011
11099862;290097;2101;1;C01;Actif;21011
11116897;290097;2101;1;C01;Actif;21011
11124751;290097;2101;1;C01;Actif;21011
11118010;290097;2101;1;C01;Actif;21011
11118073;290097;2101;1;C01;Actif;21011
11123180;290097;2101;1;C01;Actif;21011
11124773;290097;2101;1;C01;Actif;21011
11102605;290097;2101;1;C01;Actif;21011
11103471;290097;2101;1;C01;Actif;21011
11109776;290097;2101;1;C01;Actif;21011
11118317;290097;2101;1;C01;Actif;21011
11080966;290097;2101;1;C01;Actif;21011
11118276;290097;2101;1;C01;Actif;21011
11111731;290097;2101;1;C01;Actif;21011
11117665;290097;2101;1;C01;Actif;21011
11117660;290097;2101;1;C01;Actif;21011
11122446;290097;2101;1;C01;Actif;21011
11121527;290097;2101;1;C01;Actif;21011
11124156;290097;2101;1;C01;Actif;21011
11124167;290097;2101;1;C01;Actif;21011
11118403;290097;2101;1;C01;Actif;21011
11089416;290097;2101;1;C01;Actif;21011
11116345;290097;2101;1;C01;Actif;21011
11115075;290097;2101;1;C01;Actif;21011
11101691;290097;2101;1;C01;Actif;21011
11118188;290097;2101;1;C01;Actif;21011
11116723;290097;2101;1;C01;Actif;21011
11122452;290097;2101;1;C01;Actif;21011
11117259;290097;2101;1;C01;Actif;21011
11048062;290097;2101;1;C01;Actif;21011
11123173;290097;2101;1;C01;Actif;21011
